"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.statement1a","Input.statement1b","Input.statement2a","Input.statement2b","Input.statement3a","Input.statement3b","Input.statement4a","Input.statement4b","Input.statement5a","Input.statement5b","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.Q5","Answer.comment1","Answer.comment2","Answer.comment3","Answer.comment4","Answer.comment5","Approve","Reject"
"3R6RZGK0XFQON3WFZFO6C2R6BIWYV7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:58 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:58 GMT 2014","","","3LYA37P8IR1GG47LGL1GQ2D7B4VBKW","A1T5YMBH35PDBX","Approved","Fri Dec 19 16:21:06 GMT 2014","Fri Dec 19 16:22:02 GMT 2014","Sun Dec 21 16:22:02 GMT 2014","2014/12/21 16:23:17 +0000","","","56","100% (94/94)","100% (94/94)","100% (35/35)","I disagree with Josh Bruce on some of his tips.","Research does indicate that sleeping after studying is a pretty good rule-of-thumb.","The best way to clear your head after a study session is by taking on a vigorous physical exercise (min.","What works for me is to switch the subjects and take frequent breaks.","Your objective is to find someone who wants to buy your products.","The action that your employer is asking you to take is completely within the normal duties in your sector.","Currently I've got a fairly close to purely digital GTD setup, although this could do with some refinements and tweaks.","My GTD system is effectively 100 percent electronic--as described in detail here.","an allotment or percentage of something","a relatively long narrow piece of something.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(2) Not equivalent, but share some details.","","","","",""
"3UDTAB6HH6DTT1NRO681SS8P8DX900","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:18 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:18 GMT 2014","","","3AZHRG4CU5Y90JW4XZCSPZ0M9FS309","ARX0S1CIDJLOX","Approved","Fri Dec 19 19:29:15 GMT 2014","Fri Dec 19 19:32:37 GMT 2014","Sun Dec 21 19:32:37 GMT 2014","2014/12/21 19:33:07 +0000","","","202","100% (100/100)","100% (100/100)","100% (19/19)","(funny - we all looked forward to the occasional divert to da nang with its hooches and booze.)","none of them conformed to the conditions set out and agreed to by the allies.","Hamas hangs three Gaza prisoners","Myanmar announces release of prisoners","i would not even raise my voice to her or her boyfriend.","i would suggest that a few more than ""nobody"" cared.","that would explain all your common sense postings,lol.","i think that would be a worse punishment than jail.","mi-6 stood by that statement.","let's start with a statment of affairs.","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"3S8A4GJRD3HM4JM9TWTETB7DC846VG","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:58 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:58 GMT 2014","","","39DD6S19JQP9C2IRQD6GEP75IANEZN","A149ROBL26JWPJ","Approved","Fri Dec 19 16:54:40 GMT 2014","Fri Dec 19 17:03:28 GMT 2014","Sun Dec 21 17:03:28 GMT 2014","2014/12/21 17:08:07 +0000","","","528","100% (18/18)","100% (18/18)","100% (3/3)","These two factors lead to corruption.","These two factors lead to corruption.","Dou you really want these kind of people in your team?","I think it was Fiore in ""The Now Habit"" that talked about so-called ""positive"" effects that end up reinforcing procrastination.","So how do you improve your productivity as a programmer?","http://www.topcoder.com - This is a good site to understand where we stand as developers.","I've recently bought two sit/stand Galant tables from IKEA and I'm quite happy with them.","http://www.varidesk.com/ There is also the hand-made/DIY version for which you could obtain design templates for.","So, in another words, how can get into a state of concentration, faster.","A long term solution is to increase the interest in the subject you want to flow with.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","","","","",""
"3R4QIDVOJPQ9FNT24ON25VB4TBNEE1","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:18 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:18 GMT 2014","","","3Z4AIRP3C7RLN6O0D7NGAK80L1K1XT","A10GZ0SWBZIRBK","Approved","Fri Dec 19 16:22:07 GMT 2014","Fri Dec 19 16:23:04 GMT 2014","Sun Dec 21 16:23:04 GMT 2014","2014/12/21 16:23:20 +0000","","","57","100% (100/100)","100% (100/100)","0% (0/0)","nothing that i have read in this interaction leads me to believe anyone is exaggerating except maybe you.","you might also try posting on the benefits board here to see if anyone can suggest any routes for you.","he's recently changed policy to go after the iranian agents that are supplying the militias.","i was recently thinking i should know more about the sudan, as well as syria.","i have had two periods of counselling in my life, over roughly 15 months from december 2009 until around march this year.","i haven't had airconditioning my whole life until a couple of months ago, and now i have a ""swamp cooler"".","in this case i think that is beyond ceasar's bounds.","no it's just that people like you can't be honest.","register formally as a participant","register formally as a participant or member.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"3S4TINXCC01XKBU7OBO89ZZXUGHBO3","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:58 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:58 GMT 2014","","","32XVDSJFP0BHIF7SI4LL4M2763FM2C","A10GZ0SWBZIRBK","Approved","Fri Dec 19 16:46:32 GMT 2014","Fri Dec 19 16:48:15 GMT 2014","Sun Dec 21 16:48:15 GMT 2014","2014/12/21 16:53:06 +0000","","","103","100% (100/100)","100% (100/100)","0% (0/0)","I hope we will have the opportunity while we are still alive to report to you that they have started human experiments!","i wish that in our remaining years , i will have the opportunity to report the news for you , in which they perform the experimentation on human subjects .","Co-founders are already given lots of incentives in the form of money and acknowledgement.","It sounds like you're running a startup business together, although you don't explicitly state this.","Something I have been taught while studying English and then preparing for tests/exams like IELTS which may be of help here.","I'm sure others will post fancier responses here, but I really think this one is pretty simple.","Needing multiple levels of tasks seem more like project management.","Wunderlist has local programs and a web only version that also has apps available (iOS and Android).","Amazon allows any Kindle user to set up an email address (username@kindle.com) which you can email documents to.","The Calibre eBook management application can do exactly this and more.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(2) Not equivalent, but share some details.","","","","",""
"3R16PJFTS35U9LOJB4MSU4CI0JQ4K6","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:18 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:18 GMT 2014","","","3P1L2B7AD23BJ4EC5QI3BMQL73LLOF","A1UDQV4PUFYPKN","Approved","Fri Dec 19 16:42:38 GMT 2014","Fri Dec 19 16:43:35 GMT 2014","Sun Dec 21 16:43:35 GMT 2014","2014/12/21 16:48:10 +0000","","","57","100% (97/97)","100% (97/97)","100% (23/23)","Intersection of opinions on the decision to transfer the trials of Guantanamo to New York is a natural matter for such a thorny file that was on the agenda of priorities of the election campaign of the American President Barack Obama.","The opinions on the decision to transfer the trials of Guantanamo to New York is a natural matter for a thorny file was on the agenda of the priorities of the election campaign of the American President Barack Obama.","i'll pay back the loans for the education i received, i have no issues with that.","really has nothing to do with what i said, but let's look at that.","also, finding out what it was all about the hard way.","all thsoe things are fine and dandy, but not what the thread is about.","who in the media's been going ""half-cocked"" and how did they do it?","why has no one come forward to admit the truth?","we should abolish medicare and the va.","they should just amend the house rules...stop","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","(2) Not equivalent, but share some details.","","","","",""
"3TX9T2ZCB9F17I6PLBVLCBJMOL1WZ5","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:23 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:23 GMT 2014","","","3SPJ033422HHISUE8SFOXYBVHPSYJG","A1F8RKCA3O05CP","Approved","Fri Dec 19 19:30:15 GMT 2014","Fri Dec 19 19:51:37 GMT 2014","Sun Dec 21 19:51:37 GMT 2014","2014/12/21 19:53:08 +0000","","","1282","100% (93/93)","100% (93/93)","100% (4/4)","Anthony Burgess' ""A Clockwork Orange"" was written in 1962, and contained an entire lexicon of ""Nadsat"" slang.","Star Wars (at least the extended universe) has a fairly robust set of profanity.","Auditors must set requirements for themselves based on the standards used to audit others.","financial record reviews cadres need to cement to those doctrines financial records inspection cadres assign in auditing others .","I also read up on some stuff while playing the game and afterwards...","Whatever you do, start with Eisenhorn (or maybe even Inquisition War) or Gaunts Ghosts, or something else.","I’m going to make some suggestions that might help us make more sense of, Why the Cup?!","I have seen all of these other than Confessions d'un Barjo as it is French and really hard to find.","According to canon, Leia was an expert in combat, especially shooting (this is from EU books).","In real-world combat, most fire is used to suppress the enemy, not kill them.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(0) On different topics.","(0) On different topics.","movies","","","",""
"3THR0FZ95P79XKGJFOD2N2V26AVLO0","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:58 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:58 GMT 2014","","","3SPJ033422HHISUE8SFOXYBVHOCJYJ","A1NM7ZPZ3NH412","Approved","Fri Dec 19 16:08:25 GMT 2014","Fri Dec 19 16:09:06 GMT 2014","Sun Dec 21 16:09:06 GMT 2014","2014/12/21 16:13:10 +0000","","","41","100% (100/100)","100% (100/100)","0% (0/0)","an developer develops a product, in some cases for a company.","act of improving by expanding or enlarging or refining;","There are many races in the Star Trek universe that are so near-human there may be no discernible difference.","Humans in the Star Trek universe are expansionistic, not self-destructive, and breed easier than similar species.","Storm Front is probably the worst of the Dresden books.","Never read the Hollows, but can answer the parts about the Dresden universe.","The best explanation comes from Picard in Star Trek: First Contact.","There was definitely a money system in the Star Trek Universe.","I think Voldemort's arrogance has to be included in the equation.","Voldemort probably thought he was very clever, stumbling upon the Room of Requirement.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","","","","",""
"3S37Y8CWI8EL4LI00I5VIF6DNQZ4W2","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:29 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:29 GMT 2014","","","3XCC1ODXDMPP7EM5PN73M3UKSWLQRB","A6IVYRP8FAIS","Approved","Fri Dec 19 15:29:51 GMT 2014","Fri Dec 19 15:51:22 GMT 2014","Sun Dec 21 15:51:22 GMT 2014","2014/12/21 15:53:13 +0000","","","1291","100% (36/36)","100% (36/36)","0% (0/0)","Romney announces Paul Ryan as running mate","Romney names Ryan as running mate","Strong quake strikes off central Java, Indonesia","Strong quake strikes off eastern Indonesia","Saudi Arabia refuses UN security council seat","Saudi Arabia Turns Down UN Security Council Spot","Wave of attacks kills at least 95 in Iraq","Suicide attack kills at least 12 in northern Iraq","World's oldest person, and oldest man ever, dies at 116","Japan: World's Oldest Man Ever Dies Aged 116","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","(5) Completely equivalent, as they mean the same thing.","(2) Not equivalent, but share some details.","(5) Completely equivalent, as they mean the same thing.","","","","",""
"3R16PJFTS35U9LOJB4MSU4CI0JR4K7","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:12 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:12 GMT 2014","","","3OS4RQUCRAT50IF7FAAJAPL238JBFZ","A1GXPNXDLMT0QB","Approved","Fri Dec 19 17:25:21 GMT 2014","Fri Dec 19 17:26:23 GMT 2014","Sun Dec 21 17:26:23 GMT 2014","2014/12/21 17:28:08 +0000","","","62","100% (80/80)","100% (80/80)","0% (0/0)","To paraphrase a common saying, ""One man's weed is another man's lawn"".","First, let me say I've no experience doing battle with Bermuda grass.","Support is good for eggplants as the fruit may become heavy and can even break the branches.","Some support won't hurt, especially if it is a large fruited variety.","No products are currently registered with the U.S. Environmental Protection Agency (EPA) for use as woodchuck repellents.","We struggled with groundhogs at our local community garden for several years.","I've grown Pak Choy a few times and I get a bit of colour variation.","I had it few times, bought in a nursery, and they were exactament so.","the act of shoving something away","the act of hiring something or someone.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
"3SR6AEG6W57J521VUQ72X10X33LHY0","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:29 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:29 GMT 2014","","","36H9ULYP638BI1DJ32N08D4FBDOJFO","A31XNLA9REVGXL","Approved","Fri Dec 19 16:34:30 GMT 2014","Fri Dec 19 16:36:46 GMT 2014","Sun Dec 21 16:36:46 GMT 2014","2014/12/21 16:38:15 +0000","","","136","100% (75/75)","100% (75/75)","100% (67/67)","hold or place in equilibrium","hold or carry in equilibrium.","Ukraine leader pledges crisis talks","Ukraine Leader Pledges Crisis Talks","Palestinian diplomat injured in explosion in Prague","Palestinian ambassador injured in apartment blast","Top Chinese political advisor meets Greek PM","Top Chinese political advisor meets Yemeni president","Twin suicide bombings hit Iraq camp","11 killed in twin Iraq suicide bombings","(5) Completely equivalent, as they mean the same thing.","(5) Completely equivalent, as they mean the same thing.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","The same with same meaning.","They are the same.","Same meaning of sentence essentially.","Close to meaning to same but Greek and Yemeni is different.","Same meaning with some different details"
"3RTFSSG7T8KH2TPL6A4C4W8O9CUWLN","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:01 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:01 GMT 2014","","","3U84XHCDIDRRK0LY17U353VE5LSZ41","A1NM7ZPZ3NH412","Approved","Fri Dec 19 16:29:11 GMT 2014","Fri Dec 19 16:29:44 GMT 2014","Sun Dec 21 16:29:44 GMT 2014","2014/12/21 16:33:12 +0000","","","33","100% (100/100)","100% (100/100)","0% (0/0)","A woman stands with her arms out at her sides while another takes a picture.","A man stands in a crowd holding a white object.","A young boy is riding a bike.","A young girl laying on a blue inflatable toy","Bahrain Grand Prix Underway Amid Protests","Bahrain race goes ahead amid unrest","A black dog running in the snow.","A black dog running on a beach.","a white dog is running through the snow.","A little white dog running through the sand.","(2) Not equivalent, but share some details.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3S1L4CQSFXJYVOCMJU5MRU6DKX5AFL","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:29 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:29 GMT 2014","","","3IX2EGZR7CX8LRISUXNUP2IYE2CJRY","A1RXG8RE0SJ4LC","Approved","Fri Dec 19 19:10:47 GMT 2014","Fri Dec 19 19:11:34 GMT 2014","Sun Dec 21 19:11:34 GMT 2014","2014/12/21 19:13:11 +0000","","","47","100% (100/100)","100% (100/100)","0% (0/0)","a lever that activates a firing mechanism, especially with a firearm","lever that activates the firing mechanism of a gun.","New major earthquake rocks southwest Pakistan","Moderate earthquake hits southern Pakistan","US military presence in East Asia","NATO ups military presence amid Russian threat","Floods in central Europe continue to create havoc","Europe floods continue to create havoc","7 killed in attacks in Iraq","16 killed in series of attacks in Iraq","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","(4) Mostly equivalent, but some unimportant details differ.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3UXQ63NLAA0PEQRABJ8GHIV3ZBBBLL","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:19 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:19 GMT 2014","","","3EFVCAY5L4N23M3WVOHUYLNTO94J80","A2T5CROJ0FWIJY","Approved","Fri Dec 19 15:23:32 GMT 2014","Fri Dec 19 15:25:45 GMT 2014","Sun Dec 21 15:25:45 GMT 2014","2014/12/21 15:28:09 +0000","","","133","100% (34/34)","100% (34/34)","0% (0/0)","you think a trillion dollars is puny?","don't you think we deserve to know more about this man?","the word threat or threaten was never once spoken by obama.","they found the bomb before they found the woman.","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields. ","Mustafa Osman Ismail, the Sudanese president's advisor, confirmed today (Sunday) on the eve of the visit of a delegation from the Chinese Communist Party to Sudan, the importance of the Sudanese-Chinese relations in the political, economic and trade fields.","as a weak country with no big weapons to defend its people..","the whole country is a toxic cesspool of pollution.","if the idea of 9/11 complicity is ever to be taken seriously by the masses, people must stop buying into obvious hoaxes and disinformation and focus solely on the true facts.","one of the voices of protest i fondly listened to belonged to ed sanders - yeah, the gross poet wanna be who sang dirty songs as the leader of the fugs.","(0) On different topics.","(0) On different topics.","(5) Completely equivalent, as they mean the same thing.","(0) On different topics.","(0) On different topics.","completely unrelated","possibly related because they are both threats, but different topics","identical","",""
"3SZYX62S5GEOAPLZ6FGTVRDAUVL758","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:19 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:19 GMT 2014","","","36WLNQG780ODU4FBKZQDS702R71BEE","AMAOA3GTMDS94","Approved","Fri Dec 19 16:38:50 GMT 2014","Fri Dec 19 16:42:52 GMT 2014","Sun Dec 21 16:42:52 GMT 2014","2014/12/21 16:43:12 +0000","","","242","100% (90/90)","100% (90/90)","0% (0/0)","they have not implemented the social stories as advised by the speech therapist so this could have helped him understand.","i have not read what she said beyond this site nor do i care what she said.","rupert murdoch inherited his father's ownership of two newspapers in the u.k. (australia).","murdoch inherited two fairly successful newspapers and turned them into a global media empire.","all writers shall cease to live * * * eternity will keep the things that they composed * * * so , make your hands create good books * * * in order for you to be pleased to encounter him at your time of rebirth .","all creators shall cease to exist , only history will save forever what their hands had prescribed . therefore , write the best your hands can offer that makes you happy in the resurrection to look at .","the separation of the roles of priest and healer of the body started in recent times and in relatively small geocultural areas.","the leaders of the world need to get together and begin constructing a massive plan to stop global warming.","it wasn't always easy but it has enriched my son's life no end.","it was all the more startling because it was not perceived by people who'd always lived here.","(0) On different topics.","(3) Roughly equivalent, but some important information differs/missing.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","(0) On different topics.","","","","",""
"3QE4DGPGBRPP7ZS0LD1DWCKPT2AG4G","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:33 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:33 GMT 2014","","","3EFE17QCRDJOV0NFLMKE3Z7FNBJSHG","A1F8RKCA3O05CP","Approved","Fri Dec 19 17:40:31 GMT 2014","Fri Dec 19 17:45:42 GMT 2014","Sun Dec 21 17:45:42 GMT 2014","2014/12/21 17:48:08 +0000","","","311","100% (93/93)","100% (93/93)","100% (4/4)","Agribusiness: Mad cow disease found in California","USDA Confirms Case of Mad Cow Disease in California","anyone thinking our government is not run by money, is a fool.","and come to think of it, in recent times too.","i agree with you, its a ironic story also.","then you birds got nuttin to worry about..","i remember slugs on the porch and a batman birthday party.","i have no remembrance of the speeches made before jfk's grave that day.","i don't even know kevsta 's race; how could i use it against him?","i don't know what is wrong with repubs anymore.","(4) Mostly equivalent, but some unimportant details differ.","(0) On different topics.","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","","","","",""
"3RQVKZ7ZRKXWBS2COWEVXKAYALV273","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:13 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:13 GMT 2014","","","3BEFOD78W77RLTMFMI49X1Z5QHI4MX","ARX0S1CIDJLOX","Approved","Fri Dec 19 18:05:57 GMT 2014","Fri Dec 19 18:08:54 GMT 2014","Sun Dec 21 18:08:54 GMT 2014","2014/12/21 18:13:08 +0000","","","177","100% (100/100)","100% (100/100)","100% (19/19)","I've been reading up a lot on garden railways recently.","Some mosses from outside will establish indoors in good indirect light.","Further to my comment above, it seems the OP is looking for questions to ask.","This tree is large, of significant caliper and in a tight spot.","You can aerate your lawn with a sturdy pitchfork (as well as weed it).","I bought the mantis tiller cultivator but to go along with it I bought the aerator and dethatcher combo.","Dirt can mean pretty much anything, from good to poor quality soil.","Use coco peat - It's an organic soil derived from coconut husks for garden vegetables and plants which is Eco-friendly.","The Foreign Ministry of Democratic Korea announced on July 6 that Democratic Korea will move towards closing and sealing their nuclear constructions in Young Poon after the arrival of the first shipment of fuel oil aid.","once the democratic people 's republic of korea receives the 1st delivery of the fuel oil aid , they will move in the direction of closing down and locking up their nuclear facilities in yongbyon , democratic korea 's foreign ministry announced on the 6 of july of this year .","(1) Not equivalent, but are on the same topic.","(0) On different topics.","(1) Not equivalent, but are on the same topic.","(1) Not equivalent, but are on the same topic.","(3) Roughly equivalent, but some important information differs/missing.","","","","",""
"3PR3LXCWSFD1QRT2RIX816V0IKIX9J","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:19:30 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:19:30 GMT 2014","","","39ASUFLU6YLK77ICPVIVH4RUAAUEXV","A841FR9QWUPT4","Approved","Fri Dec 19 17:46:18 GMT 2014","Fri Dec 19 17:46:59 GMT 2014","Sun Dec 21 17:46:59 GMT 2014","2014/12/21 17:48:09 +0000","","","41","100% (98/98)","100% (98/98)","100% (35/35)","Indian stocks open lower","Indian stocks close lower","6.6-magnitude quake hits South Atlantic Ocean -- USGS","Magnitude-5.1 quake hits southern Iran -- USGS","India, US to hold talks on China next week","Egypt to hold more talks with IMF on loan next week","it revealed that somewhere around 50 to eighty suicide bombers are deployed monthly to the branch of al-qaida in the republic of iraq by a network which syria keeps up .","a network supported by syria is sending from 50 to 80 suicide bombers per month to "" al-qa 'ida "" in iraq , he revealed .","FAA lifts ban on U.S. flights to Tel Aviv","FAA lifts ban on U.S. flights to Israel","(5) Completely equivalent, as they mean the same thing.","(1) Not equivalent, but are on the same topic.","(2) Not equivalent, but share some details.","(4) Mostly equivalent, but some unimportant details differ.","(4) Mostly equivalent, but some unimportant details differ.","","","","",""
"3UEDKCTP9V4RS862D2KZXGWSRLGK76","307S2DJ7IZ4QU0RW6NWHM8UDBS2A17","Compare the Meaning of Two Statements (v.2.5.15)","Compare two statements and rate how similar they are in meaning to each other.","Statements, Comparison, Semantics, Meaning, Similarity, Sentences, Text, Rating","$0.25","Fri Dec 19 15:20:33 GMT 2014","1","BatchId:1770965;","1800","172800","Fri Dec 26 15:20:33 GMT 2014","","","373ERPL3YPM2ZUEX6R1YR857C43TRD","AEDV0CBBPU0RE","Approved","Fri Dec 19 19:25:38 GMT 2014","Fri Dec 19 19:27:10 GMT 2014","Sun Dec 21 19:27:10 GMT 2014","2014/12/21 19:28:10 +0000","","","92","100% (99/99)","100% (99/99)","100% (61/61)","wow, you have totally drank the kool-aid.","why do you hate people that work in their own home?","Gazans fire 2 rockets into Israel; no injuries","Gazans fire 89 rockets; cabinet approves reserve call-up","quote: my husband had a three and a half year affair.","tilman was an athiest and a patriot.","compared to any historical standard of living that has ever existed in the history of the human race?","every true monopoly that has ever existed has been government enforced.","the shops run by women were altogether less hassly, more friendly.","you really do need to read what other experts in the field are saying, my friend.","(0) On different topics.","(2) Not equivalent, but share some details.","(0) On different topics.","(0) On different topics.","(0) On different topics.","","","","",""
